start_S0,moneyness_start,pnl,payoff,hedging_error,num_trades,Policy,final_price,Moneyness Bin
140.69175877266997,1.4069175877266997,-12.170235283063873,36.304030021957175,-48.47426530502105,47,Delta Hedger,,Deep ITM
72.10814261475775,0.7210814261475775,-0.0005266721642101628,0.0,-0.0005266721642101628,50,Delta Hedger,,Deep OTM
87.25791873471442,0.8725791873471442,-1.4110931038880776,0.0,-1.4110931038880776,50,Delta Hedger,,OTM
121.38520532799427,1.2138520532799426,11.197944100930645,32.74383147032128,-21.545887369390638,46,Delta Hedger,,Deep ITM
121.54804592207346,1.2154804592207347,-9.894742720540071,25.5348510802324,-35.42959380077247,50,Delta Hedger,,Deep ITM
122.02449691491883,1.2202449691491883,15.579349455524989,31.49030135245289,-15.9109518969279,46,Delta Hedger,,Deep ITM
101.64591994753259,1.0164591994753258,-6.050137682904143,5.73387659001844,-11.784014272922583,50,Delta Hedger,,ATM
140.79359429803262,1.4079359429803262,6.309801265925628,50.49321181228359,-44.18341054635796,43,Delta Hedger,,Deep ITM
89.10839345434077,0.8910839345434077,2.955301073676938,0.0,2.955301073676938,50,Delta Hedger,,OTM
77.48584194004229,0.7748584194004229,-0.016722683709598972,0.0,-0.016722683709598972,50,Delta Hedger,,Deep OTM
118.77360623627594,1.1877360623627593,-13.586392219481935,7.7702544241330855,-21.356646643615022,50,Delta Hedger,,ITM
106.52988641924262,1.0652988641924261,-6.062692136728566,5.95656765698682,-12.019259793715387,50,Delta Hedger,,ITM
92.2121976384519,0.922121976384519,-0.7551709889995587,0.0,-0.7551709889995587,50,Delta Hedger,,OTM
73.68356594436545,0.7368356594436546,-0.0008090829043022949,0.0,-0.0008090829043022949,50,Delta Hedger,,Deep OTM
136.52329201437317,1.3652329201437317,-24.675042262178025,28.150267609943256,-52.82530987212128,49,Delta Hedger,,Deep ITM
54.91883535360654,0.5491883535360654,-1.388041863119016e-07,0.0,-1.388041863119016e-07,50,Delta Hedger,,Deep OTM
77.2114111270352,0.772114111270352,-0.0068270189446182,0.0,-0.0068270189446182,50,Delta Hedger,,Deep OTM
77.38552888606384,0.7738552888606384,-0.12878599933258789,0.0,-0.12878599933258789,50,Delta Hedger,,Deep OTM
129.56333672592376,1.2956333672592377,-14.884102269454893,25.655406089065337,-40.53950835852023,48,Delta Hedger,,Deep ITM
119.55228607039473,1.1955228607039472,3.877144225197737,28.439049872361977,-24.56190564716424,48,Delta Hedger,,ITM
113.10845493160379,1.131084549316038,8.535732208143354,18.275353187609582,-9.739620979466228,47,Delta Hedger,,ITM
88.52152357249182,0.8852152357249181,-0.42069444685275176,0.0,-0.42069444685275176,50,Delta Hedger,,OTM
99.19232094591536,0.9919232094591536,4.995188233100901,5.243119401398161,-0.24793116829726003,50,Delta Hedger,,ATM
112.2606011597789,1.122606011597789,3.4501440318813335,10.472851865889169,-7.022707834007836,50,Delta Hedger,,ITM
85.77714269321379,0.8577714269321379,-1.0678264035942109,0.0,-1.0678264035942109,50,Delta Hedger,,OTM
52.873523520105415,0.5287352352010541,-2.2145783600180096e-07,0.0,-2.2145783600180096e-07,50,Delta Hedger,,Deep OTM
77.08499737663014,0.7708499737663014,-0.05019745953918983,0.0,-0.05019745953918983,50,Delta Hedger,,Deep OTM
69.51998039644353,0.6951998039644353,-0.00011582070844939856,0.0,-0.00011582070844939856,50,Delta Hedger,,Deep OTM
111.35342534879894,1.1135342534879893,15.739199793686597,12.56637350094205,3.1728262927445474,50,Delta Hedger,,ITM
82.96715154784273,0.8296715154784273,-1.143523006905238,0.0,-1.143523006905238,50,Delta Hedger,,OTM
142.0548171281834,1.420548171281834,10.859173409247335,48.39865384634581,-37.539480437098476,43,Delta Hedger,,Deep ITM
148.64112668235225,1.4864112668235225,20.478944483338932,52.6913314097705,-32.21238692643156,45,Delta Hedger,,Deep ITM
78.32370610598639,0.7832370610598639,-0.07072184028630517,0.0,-0.07072184028630517,50,Delta Hedger,,Deep OTM
101.86525334649983,1.0186525334649983,-4.891594433564138,0.2527813665590912,-5.144375800123229,50,Delta Hedger,,ATM
94.53628909122529,0.9453628909122529,2.413942366624363,0.0,2.413942366624363,50,Delta Hedger,,OTM
56.11921029035556,0.5611921029035556,-5.934500732490012e-11,0.0,-5.934500732490012e-11,49,Delta Hedger,,Deep OTM
76.65618992378705,0.7665618992378705,-0.005745900316082078,0.0,-0.005745900316082078,50,Delta Hedger,,Deep OTM
139.8612201659136,1.398612201659136,-12.971171039400476,31.368881552088908,-44.34005259148938,43,Delta Hedger,,Deep ITM
97.27651411894028,0.9727651411894028,-1.7999120354469793,0.0,-1.7999120354469793,50,Delta Hedger,,ATM
136.42481464163689,1.364248146416369,6.145227583326169,37.079999730182465,-30.934772146856297,44,Delta Hedger,,Deep ITM
66.35337160137607,0.6635337160137607,-1.924176603225429e-06,0.0,-1.924176603225429e-06,50,Delta Hedger,,Deep OTM
69.47902067561579,0.6947902067561579,-0.02351999065106966,0.0,-0.02351999065106966,50,Delta Hedger,,Deep OTM
63.73710559927763,0.6373710559927763,-2.07631263283625e-06,0.0,-2.07631263283625e-06,48,Delta Hedger,,Deep OTM
101.628841551836,1.01628841551836,-3.35764004699994,0.0,-3.35764004699994,50,Delta Hedger,,ATM
109.77348317873319,1.0977348317873319,-2.4310607989173176,10.188514481631273,-12.619575280548592,50,Delta Hedger,,ITM
117.45365386873857,1.1745365386873856,19.322818531153214,29.55081674533446,-10.227998214181245,47,Delta Hedger,,ITM
132.47648643165928,1.3247648643165928,3.2219368667972477,38.298799272242604,-35.076862405445354,37,Delta Hedger,,Deep ITM
92.27085262867777,0.9227085262867777,-1.0145047397671387,0.0,-1.0145047397671387,50,Delta Hedger,,OTM
96.11686772467925,0.9611686772467926,-3.9050090964939903,0.0,-3.9050090964939903,50,Delta Hedger,,ATM
96.98289329201211,0.9698289329201211,-2.509599532274889,0.0,-2.509599532274889,50,Delta Hedger,,ATM
62.16051267623802,0.6216051267623802,-0.0007047649990137001,0.0,-0.0007047649990137001,50,Delta Hedger,,Deep OTM
87.78582335311687,0.8778582335311687,-0.18994843056599933,0.0,-0.18994843056599933,50,Delta Hedger,,OTM
122.87780205849691,1.2287780205849692,-13.392571654035903,15.968692764233737,-29.36126441826964,50,Delta Hedger,,Deep ITM
92.39151356668029,0.9239151356668028,-0.3286502467622497,0.0,-0.3286502467622497,50,Delta Hedger,,OTM
117.7583039701195,1.177583039701195,-6.222557555666896,16.40891713197631,-22.631474687643205,50,Delta Hedger,,ITM
87.92809105939389,0.879280910593939,-1.0689935053262045,0.0,-1.0689935053262045,50,Delta Hedger,,OTM
147.6134178978985,1.476134178978985,-4.476498675532077,41.36541704760654,-45.84191572313862,34,Delta Hedger,,Deep ITM
146.23980423392447,1.4623980423392446,-24.58621861224779,33.98124298716496,-58.56746159941275,45,Delta Hedger,,Deep ITM
66.98550983488731,0.6698550983488731,-0.0009446557368125534,0.0,-0.0009446557368125534,50,Delta Hedger,,Deep OTM
91.89152236300698,0.9189152236300698,-0.8414669806751179,0.0,-0.8414669806751179,50,Delta Hedger,,OTM
76.2409095376703,0.7624090953767031,-0.32208577718823267,0.0,-0.32208577718823267,50,Delta Hedger,,Deep OTM
90.88421045421121,0.9088421045421121,0.3635529368222217,0.0,0.3635529368222217,50,Delta Hedger,,OTM
84.79818045685542,0.8479818045685542,-0.2930286130719258,0.0,-0.2930286130719258,50,Delta Hedger,,OTM
83.27545268588128,0.8327545268588128,-0.14447445879580492,0.0,-0.14447445879580492,50,Delta Hedger,,OTM
135.86593411853477,1.3586593411853476,-0.7446929931427758,37.302416468761265,-38.04710946190404,45,Delta Hedger,,Deep ITM
146.8299223108773,1.468299223108773,26.879356792877,58.10885442374101,-31.229497630864007,44,Delta Hedger,,Deep ITM
137.07697964783753,1.3707697964783754,8.589864462904297,45.38956491809259,-36.799700455188294,46,Delta Hedger,,Deep ITM
54.06332469067125,0.5406332469067126,-7.686436758194435e-05,0.0,-7.686436758194435e-05,50,Delta Hedger,,Deep OTM
139.65948360150986,1.3965948360150986,-10.722195339592256,35.656173194362054,-46.37836853395431,41,Delta Hedger,,Deep ITM
50.80548459011482,0.5080548459011482,-5.622022980538363e-10,0.0,-5.622022980538363e-10,49,Delta Hedger,,Deep OTM
137.70271311102834,1.3770271311102835,-11.35936891538053,31.316982501756996,-42.676351417137525,45,Delta Hedger,,Deep ITM
137.70863534676113,1.3770863534676112,9.14900823900879,42.26243435595393,-33.113426116945135,44,Delta Hedger,,Deep ITM
101.06837644637291,1.010683764463729,-3.5817536719203886,0.0,-3.5817536719203886,50,Delta Hedger,,ATM
99.76578347481222,0.9976578347481222,-2.2900829016414592,0.0,-2.2900829016414592,50,Delta Hedger,,ATM
84.89405398842305,0.8489405398842306,-0.6619118927267071,0.0,-0.6619118927267071,50,Delta Hedger,,OTM
143.04106307350605,1.4304106307350606,-2.2295643511673826,40.408058349192515,-42.6376227003599,44,Delta Hedger,,Deep ITM
143.97721974328695,1.4397721974328694,-15.550717234907394,35.50244683337479,-51.053164068282186,43,Delta Hedger,,Deep ITM
119.36812165079922,1.1936812165079922,15.180739863436974,21.36592380320866,-6.185183939771685,47,Delta Hedger,,ITM
70.54472887017286,0.7054472887017286,-8.10504201874121e-05,0.0,-8.10504201874121e-05,50,Delta Hedger,,Deep OTM
52.52753707219772,0.5252753707219772,-1.5215904896498352e-11,0.0,-1.5215904896498352e-11,50,Delta Hedger,,Deep OTM
119.88008697105211,1.198800869710521,-10.302681988506878,17.04420280065456,-27.346884789161436,50,Delta Hedger,,ITM
99.78258694399432,0.9978258694399432,-4.548833842003544,0.0,-4.548833842003544,50,Delta Hedger,,ATM
94.16079497033573,0.9416079497033573,1.6285794152054327,0.0,1.6285794152054327,50,Delta Hedger,,OTM
137.9452608645184,1.379452608645184,-15.71807321490315,31.155298651827025,-46.873371866730174,47,Delta Hedger,,Deep ITM
102.7375320213433,1.027375320213433,16.152997434492107,10.62505261700504,5.527944817487068,50,Delta Hedger,,ATM
78.678327533351,0.78678327533351,-0.11630587485680362,0.0,-0.11630587485680362,50,Delta Hedger,,Deep OTM
119.98146893344924,1.1998146893344923,-2.060739627331799,26.383031357144432,-28.44377098447623,50,Delta Hedger,,ITM
61.509596789971,0.61509596789971,-1.32536717497822e-08,0.0,-1.32536717497822e-08,50,Delta Hedger,,Deep OTM
74.24109102416152,0.7424109102416152,-0.0010235772190945842,0.0,-0.0010235772190945842,49,Delta Hedger,,Deep OTM
80.873846989416,0.80873846989416,-0.09070199512777398,0.0,-0.09070199512777398,50,Delta Hedger,,OTM
71.8448190294294,0.7184481902942941,-0.0002799782187130299,0.0,-0.0002799782187130299,49,Delta Hedger,,Deep OTM
129.20063978059633,1.2920063978059633,11.68918292466072,33.87171301759412,-22.182530092933398,48,Delta Hedger,,Deep ITM
108.16589451660087,1.0816589451660088,-10.58868289378406,10.273779519323895,-20.862462413107956,50,Delta Hedger,,ITM
85.70935118256168,0.8570935118256168,-0.061347114946522154,0.0,-0.061347114946522154,50,Delta Hedger,,OTM
97.28560427034773,0.9728560427034774,5.13151636453436,2.010650063809919,3.1208663007244413,50,Delta Hedger,,ATM
66.61649239210689,0.666164923921069,-0.0030771811787436466,0.0,-0.0030771811787436466,50,Delta Hedger,,Deep OTM
89.20641524954559,0.8920641524954559,16.250936146258017,0.0,16.250936146258017,50,Delta Hedger,,OTM
102.7160000844501,1.027160000844501,1.3823328259534735,7.85164379150055,-6.469310965547076,50,Delta Hedger,,ATM
57.67417630550486,0.5767417630550485,-3.946676494889007e-09,0.0,-3.946676494889007e-09,47,Delta Hedger,,Deep OTM
51.95497639557559,0.5195497639557559,-2.2401827007525805e-11,0.0,-2.2401827007525805e-11,49,Delta Hedger,,Deep OTM
141.7460663822292,1.417460663822292,-28.114853788252866,25.134403331345723,-53.24925711959859,50,Delta Hedger,,Deep ITM
57.851974109602125,0.5785197410960212,4.192515180857361e-11,0.0,4.192515180857361e-11,49,Delta Hedger,,Deep OTM
146.95550919861614,1.4695550919861615,-2.853149034383211,45.8248030314401,-48.677952065823305,45,Delta Hedger,,Deep ITM
94.59991303234844,0.9459991303234844,16.829966970347176,7.912609621987883,8.917357348359293,50,Delta Hedger,,OTM
140.77369889277992,1.407736988927799,-34.57869437992768,20.123863275246762,-54.702557655174445,50,Delta Hedger,,Deep ITM
78.17703387331044,0.7817703387331043,-0.014706450652280122,0.0,-0.014706450652280122,50,Delta Hedger,,Deep OTM
74.91427940601794,0.7491427940601794,-0.17882883127412144,0.0,-0.17882883127412144,50,Delta Hedger,,Deep OTM
122.54818241291441,1.225481824129144,12.526010338178438,24.27512181663539,-11.749111478456953,48,Delta Hedger,,Deep ITM
147.54892642490717,1.4754892642490716,7.436160767261126,51.96617253165647,-44.53001176439534,43,Delta Hedger,,Deep ITM
94.33951986071294,0.9433951986071294,-0.09872345806158003,0.0,-0.09872345806158003,50,Delta Hedger,,OTM
108.47459748335275,1.0847459748335275,-7.107478937110262,9.195727755152745,-16.303206692263007,50,Delta Hedger,,ITM
53.31259580109676,0.5331259580109676,4.4989737409098385e-08,0.0,4.4989737409098385e-08,50,Delta Hedger,,Deep OTM
122.54555321564595,1.2254555321564595,-11.148133443440038,14.28351396177601,-25.431647405216047,50,Delta Hedger,,Deep ITM
94.13670226776182,0.9413670226776182,-1.1296309801591204,0.0,-1.1296309801591204,50,Delta Hedger,,OTM
101.11561812794307,1.0111561812794307,-5.333160552163574,0.0,-5.333160552163574,50,Delta Hedger,,ATM
98.20478958528739,0.9820478958528739,-2.3537758335112797,0.0,-2.3537758335112797,50,Delta Hedger,,ATM
129.50015790745255,1.2950015790745255,16.037181361317053,45.08646568640745,-29.049284325090397,47,Delta Hedger,,Deep ITM
107.80553136732892,1.0780553136732893,-2.096827416278343,8.893691666186072,-10.990519082464415,50,Delta Hedger,,ITM
129.15291407231098,1.2915291407231098,7.897585945711318,32.48574626084124,-24.588160315129922,45,Delta Hedger,,Deep ITM
135.66085118650489,1.3566085118650488,-11.350105322079619,29.937657097477825,-41.287762419557446,45,Delta Hedger,,Deep ITM
126.21022593338625,1.2621022593338624,-17.001791309279447,17.094119055745637,-34.095910365025084,50,Delta Hedger,,Deep ITM
83.84185231424786,0.8384185231424786,-0.07956958375900612,0.0,-0.07956958375900612,50,Delta Hedger,,OTM
131.65998926208158,1.3165998926208158,2.4106832588954417,29.19654031706085,-26.78585705816541,44,Delta Hedger,,Deep ITM
81.18859075701758,0.8118859075701758,-0.03345351845606381,0.0,-0.03345351845606381,50,Delta Hedger,,OTM
110.86258638090285,1.1086258638090285,-12.052610759270536,2.5626589781203677,-14.615269737390904,50,Delta Hedger,,ITM
50.16224540383225,0.5016224540383225,3.242872580943263e-15,0.0,3.242872580943263e-15,50,Delta Hedger,,Deep OTM
104.64187793447601,1.0464187793447601,2.1134086981027433,3.21915979842359,-1.1057511003208464,50,Delta Hedger,,ATM
56.1541352928296,0.561541352928296,-3.144396462572822e-11,0.0,-3.144396462572822e-11,49,Delta Hedger,,Deep OTM
119.15141486273554,1.1915141486273553,27.573153238400206,41.82625883812068,-14.253105599720474,39,Delta Hedger,,ITM
62.16344096389679,0.6216344096389679,-8.739066665535988e-06,0.0,-8.739066665535988e-06,50,Delta Hedger,,Deep OTM
124.69573858727946,1.2469573858727947,-9.674301699588638,25.67620151584994,-35.35050321543858,50,Delta Hedger,,Deep ITM
97.37835379687974,0.9737835379687974,-2.9522855742978353,0.0,-2.9522855742978353,50,Delta Hedger,,ATM
97.18243482904782,0.9718243482904783,-2.925912304471649,0.0,-2.925912304471649,50,Delta Hedger,,ATM
141.41594546756346,1.4141594546756346,-12.943532471279855,33.12516074987255,-46.0686932211524,41,Delta Hedger,,Deep ITM
131.84032851611352,1.3184032851611351,-11.310016642919548,27.94182471326343,-39.25184135618298,46,Delta Hedger,,Deep ITM
135.33964911172225,1.3533964911172225,-10.141238699379175,32.26143089053318,-42.40266958991235,48,Delta Hedger,,Deep ITM
100.26190434245922,1.002619043424592,15.34563746420926,6.868434731635645,8.477202732573614,49,Delta Hedger,,ATM
122.85572203288186,1.2285572203288186,15.514313970926779,24.64552058002326,-9.13120660909648,48,Delta Hedger,,Deep ITM
101.71776350850416,1.0171776350850417,6.428218064151827,11.668616998936699,-5.240398934784872,50,Delta Hedger,,ATM
81.3508654674608,0.8135086546746081,-0.04263603703118394,0.0,-0.04263603703118394,50,Delta Hedger,,OTM
97.10707941680988,0.9710707941680988,-1.705153873307309,0.0,-1.705153873307309,50,Delta Hedger,,ATM
109.33376117780145,1.0933376117780145,-4.357637553410437,8.430262420493662,-12.7878999739041,50,Delta Hedger,,ITM
141.23035521927386,1.4123035521927385,4.219339808878625,45.183219934758114,-40.96388012587949,42,Delta Hedger,,Deep ITM
74.43412562490226,0.7443412562490227,-0.0017644987298521637,0.0,-0.0017644987298521637,50,Delta Hedger,,Deep OTM
122.69644920570394,1.2269644920570395,27.766758699982837,36.956875915583566,-9.19011721560073,46,Delta Hedger,,Deep ITM
110.32693168392154,1.1032693168392154,1.416272010560155,11.915293012054036,-10.499021001493881,50,Delta Hedger,,ITM
104.33105814208407,1.0433105814208408,-5.928226670815862,0.0,-5.928226670815862,50,Delta Hedger,,ATM
132.84340053158456,1.3284340053158457,8.727946774926146,35.0426529957094,-26.314706220783258,47,Delta Hedger,,Deep ITM
96.44859262126631,0.9644859262126632,1.9490173803743487,0.0,1.9490173803743487,50,Delta Hedger,,ATM
61.545063940330365,0.6154506394033037,-4.8738201751798284e-08,0.0,-4.8738201751798284e-08,49,Delta Hedger,,Deep OTM
109.57082926585922,1.0957082926585922,9.98572919770564,14.514197911608093,-4.528468713902454,49,Delta Hedger,,ITM
114.85250765982623,1.1485250765982622,6.279540764465291,16.501125622592568,-10.221584858127276,50,Delta Hedger,,ITM
85.04813918053523,0.8504813918053523,-0.11202861279899151,0.0,-0.11202861279899151,50,Delta Hedger,,OTM
138.6370205712646,1.386370205712646,0.27708263210633993,41.51308869016091,-41.23600605805457,41,Delta Hedger,,Deep ITM
81.614316498144,0.81614316498144,-0.05628686317484596,0.0,-0.05628686317484596,50,Delta Hedger,,OTM
54.433768919213456,0.5443376891921345,-3.431271815200309e-08,0.0,-3.431271815200309e-08,50,Delta Hedger,,Deep OTM
52.04540770895585,0.5204540770895585,-4.3305991558916257e-08,0.0,-4.3305991558916257e-08,50,Delta Hedger,,Deep OTM
56.81963889770887,0.5681963889770887,-4.031709548009587e-07,0.0,-4.031709548009587e-07,50,Delta Hedger,,Deep OTM
128.32755263309343,1.2832755263309343,41.18218719811987,51.366739628982884,-10.184552430863015,43,Delta Hedger,,Deep ITM
118.10731318116642,1.1810731318116643,-1.5512224020246692,18.411034485513056,-19.962256887537727,49,Delta Hedger,,ITM
86.9963200412826,0.869963200412826,-0.3502005109277057,0.0,-0.3502005109277057,50,Delta Hedger,,OTM
132.02924345640838,1.3202924345640838,-1.8203123535173669,28.13697704606159,-29.957289399578954,45,Delta Hedger,,Deep ITM
136.34516233497044,1.3634516233497045,11.013779333054917,36.70998287886857,-25.696203545813656,44,Delta Hedger,,Deep ITM
143.717382728653,1.43717382728653,-2.162268895053246,42.38581767615375,-44.548086571206994,40,Delta Hedger,,Deep ITM
78.30698645649461,0.7830698645649461,-0.043270229035643704,0.0,-0.043270229035643704,50,Delta Hedger,,Deep OTM
98.30319519122611,0.9830319519122611,-0.9013659702011805,0.0,-0.9013659702011805,50,Delta Hedger,,ATM
67.15284071890505,0.6715284071890505,-7.172027987289602e-06,0.0,-7.172027987289602e-06,50,Delta Hedger,,Deep OTM
141.61323764976214,1.4161323764976215,14.433809390681404,49.724873931306234,-35.29106454062483,43,Delta Hedger,,Deep ITM
65.36471789799725,0.6536471789799725,-0.001387525242090596,0.0,-0.001387525242090596,50,Delta Hedger,,Deep OTM
86.83876890333003,0.8683876890333003,-0.7687800922165511,0.0,-0.7687800922165511,50,Delta Hedger,,OTM
54.96580284265692,0.5496580284265692,-3.087507390040757e-11,0.0,-3.087507390040757e-11,50,Delta Hedger,,Deep OTM
114.54887819895005,1.1454887819895005,-6.4658387339144205,9.51252279692305,-15.978361530837471,50,Delta Hedger,,ITM
133.75525542091242,1.3375525542091242,0.1612631800081597,42.19361151027326,-42.032348330265094,35,Delta Hedger,,Deep ITM
73.15667285725398,0.7315667285725398,-0.0004060885884274153,0.0,-0.0004060885884274153,50,Delta Hedger,,Deep OTM
54.65782343530922,0.5465782343530922,-6.898029118253996e-12,0.0,-6.898029118253996e-12,49,Delta Hedger,,Deep OTM
130.12215486297578,1.3012215486297578,-11.819727154392064,20.684862005640966,-32.50458916003303,48,Delta Hedger,,Deep ITM
102.25308522157485,1.0225308522157486,3.4180269337976075,6.928294690623446,-3.5102677568258382,50,Delta Hedger,,ATM
53.38263967619103,0.5338263967619103,-1.5581660430738049e-10,0.0,-1.5581660430738049e-10,49,Delta Hedger,,Deep OTM
117.81089462414748,1.1781089462414749,-3.4816427947267816,21.097478729843928,-24.57912152457071,49,Delta Hedger,,ITM
100.1029489179231,1.001029489179231,3.794290425451612,8.879848013720292,-5.08555758826868,50,Delta Hedger,,ATM
65.29039215877987,0.6529039215877986,-1.6501268530963866e-06,0.0,-1.6501268530963866e-06,50,Delta Hedger,,Deep OTM
91.99537074066149,0.9199537074066149,-0.9676324544708914,0.0,-0.9676324544708914,50,Delta Hedger,,OTM
79.55373529521118,0.7955373529521118,-0.02840201416150559,0.0,-0.02840201416150559,50,Delta Hedger,,Deep OTM
98.24761057240698,0.9824761057240698,1.0334665064488457,0.0,1.0334665064488457,50,Delta Hedger,,ATM
53.7348349687038,0.537348349687038,-3.4650356008273602e-09,0.0,-3.4650356008273602e-09,50,Delta Hedger,,Deep OTM
74.15584908284862,0.7415584908284862,-0.0018894530376217641,0.0,-0.0018894530376217641,50,Delta Hedger,,Deep OTM
53.00648557245318,0.5300648557245318,-8.666394243715593e-08,0.0,-8.666394243715593e-08,49,Delta Hedger,,Deep OTM
58.64025549074533,0.5864025549074533,-3.5351742130344234e-06,0.0,-3.5351742130344234e-06,50,Delta Hedger,,Deep OTM
116.46754885479925,1.1646754885479924,-4.39780730907736,21.33583469836526,-25.733642007442622,50,Delta Hedger,,ITM
126.72403898881433,1.2672403898881432,17.991784443145043,30.664346819618004,-12.67256237647296,47,Delta Hedger,,Deep ITM
102.58691159147693,1.0258691159147693,-2.649306985494693,0.1022755727682636,-2.7515825582629567,50,Delta Hedger,,ATM
64.1531425180879,0.641531425180879,-9.863012017022276e-07,0.0,-9.863012017022276e-07,50,Delta Hedger,,Deep OTM
130.68392977316256,1.3068392977316257,-3.3912152481382614,32.073656380150936,-35.464871628289195,47,Delta Hedger,,Deep ITM
122.47669800296829,1.224766980029683,9.034439019669067,26.169382959730598,-17.134943940061532,47,Delta Hedger,,Deep ITM
113.43901622977202,1.1343901622977202,12.417906833050388,13.599582399703081,-1.181675566652693,48,Delta Hedger,,ITM
94.20936721374969,0.9420936721374968,-1.3035299243380825,0.0,-1.3035299243380825,50,Delta Hedger,,OTM
147.17340154767692,1.471734015476769,-12.837283053262448,41.30249102695089,-54.139774080213336,40,Delta Hedger,,Deep ITM
55.43164817055193,0.5543164817055193,-3.89314698787574e-05,0.0,-3.89314698787574e-05,50,Delta Hedger,,Deep OTM
50.51318690272956,0.5051318690272956,-8.894823508106822e-15,0.0,-8.894823508106822e-15,46,Delta Hedger,,Deep OTM
90.02611535591075,0.9002611535591075,-0.5785189815339534,0.0,-0.5785189815339534,50,Delta Hedger,,OTM
138.39131630690463,1.3839131630690462,18.08941697234173,44.99922027254729,-26.90980330020556,39,Delta Hedger,,Deep ITM
121.74151038423587,1.2174151038423586,-5.600418499564798,9.655273148359655,-15.255691647924452,50,Delta Hedger,,Deep ITM
113.60925946399203,1.1360925946399203,-5.449472703836092,7.492607729504158,-12.94208043334025,50,Delta Hedger,,ITM
141.26612585035517,1.4126612585035516,-8.428350468261412,36.83208019634978,-45.26043066461119,45,Delta Hedger,,Deep ITM
120.02561858681086,1.2002561858681087,8.06194746907119,24.418241935860465,-16.356294466789272,46,Delta Hedger,,Deep ITM
85.61531217291319,0.8561531217291319,1.3083953861809625,0.0,1.3083953861809625,50,Delta Hedger,,OTM
87.26338525500098,0.8726338525500098,-0.3232395802634098,0.0,-0.3232395802634098,50,Delta Hedger,,OTM
111.01082964443822,1.1101082964443822,-1.4523692705839766,9.923680497901984,-11.37604976848596,50,Delta Hedger,,ITM
74.99513356283165,0.7499513356283165,-0.0013687509969684216,0.0,-0.0013687509969684216,50,Delta Hedger,,Deep OTM
